park_name,width_ft,class,surface,gen_topog,difficulty,date_collected,trail_name,parkid,trailmarkersinstalled,shape
Fairview Park,7.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2021.0,Unnamed Official Trail,R153,No,"MULTILINESTRING ((-74.23196370189814 40.53131283888063, -74.23194828443513 40.53139920572341, -74.2319433006751 40.531486379972826, -74.23192812388618 40.53160402986567, -74.23192093855413 40.53168463198371))"
Van Cortlandt Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,Unnamed Official Trail,X092,Yes,"MULTILINESTRING ((-73.8929088456853 40.88901755204481, -73.89304182615095 40.889043960531346, -73.89318595946729 40.889059997482185))"
Kissena Park,3.0,Class I : Minimal/Undeveloped,Dirt,Wavy,2: Slightly uneven,2021.0,Unnamed Official Trail,Q024,Yes,"MULTILINESTRING ((-73.80742210860376 40.742077166450926, -73.80742391535453 40.742077160466906, -73.80742501109752 40.74209498517631, -73.8073879394219 40.74212996109401, -73.80742047837136 40.74220001748688, -73.80738966379644 40.74228336030731, -73.80740088255027 40.7423257363168, -73.80733799727531 40.74241943447105))"
Inwood Hill Park,7.0,Class IV : Highly Developed,Paved,Sloped,2: Slightly uneven,2014.0,"White Trail, Hudson River Greenway",M042,Yes,"MULTILINESTRING ((-73.92895699802074 40.873719494499824, -73.92889803497059 40.87371945818604, -73.92880787380683 40.87374100981381, -73.92871470097484 40.87378982449179, -73.92859327900211 40.87389109486412, -73.92859253657927 40.873892005698735))"
Inwood Hill Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,Blue Trail,M042,Yes,"MULTILINESTRING ((-73.9224756427182 40.87254463628743, -73.92224425213698 40.87258661086028, -73.92206304971775 40.87265378302434))"
Van Cortlandt Park,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2013.0,Cass Gallagher Nature Trail,X092,Yes,"MULTILINESTRING ((-73.89094782034724 40.90047311372045, -73.89087724461172 40.900627030716514, -73.89079413626175 40.90084364462093))"
Cunningham Park,3.0,Class II : Simple/Minor Developed,Dirt,Level,2: Slightly uneven,2014.0,Orange Trail,Q021,Yes,"MULTILINESTRING ((-73.76167504269574 40.73001449287568, -73.76171816737573 40.73013451769003, -73.76171912349515 40.73020380594753, -73.76175545682013 40.73034080844769, -73.76175515780979 40.730341005041154))"
Van Cortlandt Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,Unnamed Official Trail,X092,No,"MULTILINESTRING ((-73.89844621437668 40.88701881202645, -73.89843843365608 40.88710071431406, -73.89850173641302 40.887136952435746, -73.89860181509383 40.8871319886682, -73.89871840194911 40.887109279009614, -73.89877924505579 40.887091029997926))"
Forest Park,3.0,Class III : Developed/Improved,Dirt,Wavy,2: Slightly uneven,2016.0,Unnamed Official Trail,Q015,Yes,"MULTILINESTRING ((-73.85511439127541 40.698283786308636, -73.85484574321808 40.69839596337064, -73.85481482529339 40.69842692725258, -73.85475212913846 40.6984818127904, -73.8547521302922 40.69848182629959))"
Forest Park,9.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2013.0,Bridle Path,Q015,Yes,"MULTILINESTRING ((-73.84613862606257 40.705332183744545, -73.84659822663738 40.70522448528438))"
McGuire Fields,9.0,Class V : Fully Developed,Grasses,Level,2: Slightly uneven,2019.0,Bridle Trail,B166D,Yes,"MULTILINESTRING ((-73.89814623086123 40.61016348970004, -73.89820860754844 40.60979392570829))"
Inwood Hill Park,3.0,Class III : Developed/Improved,Dirt,Sloped,3: Moderate and rough,2014.0,Orange Trail,M042,Yes,"MULTILINESTRING ((-73.92389254955205 40.874187180405606, -73.92382673874265 40.87425542280169, -73.92380108648474 40.874382154073245, -73.92387108839152 40.87450898539725, -73.92386979558748 40.874533601187444))"
Forest Park,3.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2013.0,Yellow Trail,Q015,Yes,"MULTILINESTRING ((-73.84069832190994 40.707056801702564, -73.84060882177512 40.7069910961646, -73.84056524411213 40.70692326322379, -73.84047450811448 40.706825241867364, -73.84039208226997 40.706786818892326))"
Canarsie Park,5.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2015.0,Unnamed Official Trail,B018,No,"MULTILINESTRING ((-73.90014794238019 40.62541969317575, -73.90021278972714 40.625402897137775, -73.90027847767712 40.625389849758754, -73.90031679232025 40.625385118331934, -73.9003472736165 40.62539050555556, -73.9003675855919 40.62540005336872, -73.90038632681515 40.6254143653719, -73.9003948862715 40.625441177681815, -73.90040814645317 40.62546144097532, -73.90042453275376 40.62548170787538, -73.90044717750253 40.62550019265932, -73.90047997709654 40.62552345178413, -73.9005096822692 40.62552466888276, -73.9005101668827 40.625524644988076))"
Inwood Hill Park,9.0,Class V : Fully Developed,Paved,Sloped,3: Moderate and rough,2013.0,Orange Trail,M042,Yes,"MULTILINESTRING ((-73.92945089414242 40.86863523008247, -73.9294649049925 40.868708631202466, -73.92946380926867 40.86888052577426, -73.9294169073041 40.86901791711215))"
LaTourette Park & Golf Course,7.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2014.0,Multipurpose Trail,R013,No,"MULTILINESTRING ((-74.16177005172632 40.57312190678411, -74.1619014995528 40.57325874385044, -74.16210566958293 40.573367644709215))"
Reed's Basket Willow Swamp,5.0,Class IV : Highly Developed,Dirt,Wavy,3: Moderate and rough,2014.0,Unnamed Official Trail,R118,Yes,"MULTILINESTRING ((-74.10592530771594 40.601288173440004, -74.10603105275523 40.601111160114016, -74.10613171166494 40.60104379904589, -74.106178557811 40.60097093949748))"
Van Cortlandt Park,5.0,Class III : Developed/Improved,Dirt,Sloped,3: Moderate and rough,2013.0,John Muir Trail,X092,Yes,"MULTILINESTRING ((-73.8840643078487 40.90181332254755, -73.88397309503313 40.90176737466863, -73.88391969480296 40.90175770472075, -73.8836489269658 40.90170867004856))"
Central Park,7.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Name TBD,M010,No,"MULTILINESTRING ((-73.95622370359635 40.79512814535748, -73.95625017457228 40.79511351147743, -73.95647540514193 40.79502137474312, -73.95666540236476 40.79495774496238))"
Highland Park,5.0,Class V : Fully Developed,Concrete,Level,1: Flat and smooth,2014.0,Unnamed Official Trail,Q020,Yes,"MULTILINESTRING ((-73.88520037243971 40.691128400868074, -73.885097813195 40.6911392343551, -73.88476496577108 40.69117439349924))"
Van Cortlandt Park,9.0,Class V : Fully Developed,Gravel,Level,2: Slightly uneven,2013.0,John Muir Trail,X092,Yes,"MULTILINESTRING ((-73.87640062354154 40.9032547534676, -73.87653068771846 40.903270746554455, -73.87685365208249 40.90327203519879))"
Soundview Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,Bronx River Greenway,X118,Yes,"MULTILINESTRING ((-73.86513209812597 40.810659078899235, -73.86503918562312 40.81058771821218, -73.86492374596806 40.81051722705435, -73.86476294247032 40.810544179573014, -73.86477136407245 40.81054724934598))"
Pelham Bay Park,3.0,Class II : Simple/Minor Developed,Dirt,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,X039,Yes,"MULTILINESTRING ((-73.81741992556282 40.85159584709016, -73.81750784315794 40.851734702702494, -73.81759780410566 40.85178460263774, -73.81771590757504 40.85179450923857))"
Raoul Wallenberg Forest,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2019.0,Orange Trail,X259,Yes,"MULTILINESTRING ((-73.91786576971732 40.887868272834325, -73.91791742026155 40.88793591355804, -73.91791430889258 40.88794472620223, -73.91792614816443 40.887993942575314, -73.91789987462613 40.888023295039865, -73.91782735511002 40.88805521068567, -73.91774573966022 40.88804944887648, -73.91773135708192 40.888053471902815, -73.91771305572976 40.88808205468801))"
Central Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2014.0,Name TBD,M010,No,"MULTILINESTRING ((-73.9709799939247 40.77951730283065, -73.97097591705189 40.77952130903816, -73.97097038192575 40.77952797135936, -73.97095937068853 40.779544500902645, -73.97095600209015 40.779551524870385, -73.97095381946359 40.77955818803566, -73.97095156306386 40.779571028626506, -73.97095026417537 40.77958854306444, -73.97095028268836 40.779603131202705, -73.97095185970541 40.77962423036375, -73.97095389247558 40.7796352260064, -73.97095814039825 40.77964647434784, -73.97096452062499 40.779657804271565, -73.97097288047277 40.77966890956813, -73.97099820642849 40.77969952400978, -73.97101426310932 40.77971547504063, -73.97102295422053 40.779722168857184, -73.97103182476239 40.77972760021428, -73.97104100501507 40.77973183578184, -73.9710503848085 40.77973487283051, -73.97115860919928 40.779765396370216))"
Kissena Corridor Park,9.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2014.0,Orange Trail,Q300,Yes,"MULTILINESTRING ((-73.81879660682796 40.74626736645021, -73.81870143868792 40.746293780784235, -73.81848212778495 40.746337805212285, -73.81830220817758 40.74635547315683))"
Pelham Bay Park,3.0,Class II : Simple/Minor Developed,Dirt,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,X039,Yes,"MULTILINESTRING ((-73.80970745536789 40.861135119037385, -73.80968240831639 40.86111290040689, -73.80956627262694 40.86101020307004, -73.80942323011327 40.86088257337319))"
Central Park,9.0,Class V : Fully Developed,Paved,Sloped,1: Flat and smooth,2014.0,Name TBD,M010,No,"MULTILINESTRING ((-73.96854082245311 40.77757841276209, -73.96850341450369 40.777550045724134, -73.96845699469635 40.777513112429865, -73.96843808459167 40.777496519998365, -73.9684187610803 40.77747741504878, -73.96837136720468 40.777423930218916, -73.96833154050378 40.777375580312594, -73.96829688931747 40.777329762227865, -73.96826574493886 40.777283160760604, -73.9682636263168 40.77727939607709))"
High Rock Park,3.0,Class III : Developed/Improved,Dirt,Sloped,2: Slightly uneven,2014.0,Unnamed Official Trail,R088,Yes,"MULTILINESTRING ((-74.12511621895572 40.58519552431002, -74.12513484594194 40.5850926191042, -74.12509185550513 40.584957599852224, -74.12508355349561 40.58484119899016))"
Van Cortlandt Park,3.0,Class I : Minimal/Undeveloped,Dirt,Level,2: Slightly uneven,2013.0,Unnamed Official Trail,X092,Yes,"MULTILINESTRING ((-73.88240927492399 40.89740386408406, -73.8822167020465 40.89736140621638, -73.88213753284379 40.89731254975657, -73.88201277320553 40.89729576694772, -73.88199424209611 40.897293274374945))"
Central Park,7.0,Class V : Fully Developed,Paved,Sloped,3: Moderate and rough,2014.0,Name TBD,M010,No,"MULTILINESTRING ((-73.95555991771266 40.79786075599214, -73.95569382244219 40.7978857973035, -73.9558053235055 40.797878380369255, -73.95600386539124 40.797824550614564))"
Van Cortlandt Park,3.0,Class II : Simple/Minor Developed,Dirt,Level,2: Slightly uneven,2013.0,Unnamed Official Trail,X092,Yes,"MULTILINESTRING ((-73.89441900365698 40.9103347137979, -73.89487580675166 40.91041239648272))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Dirt,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,X039,Yes,"MULTILINESTRING ((-73.78637024117884 40.87774324763876, -73.78631819108905 40.87787315410381, -73.78634993160507 40.87802232678702, -73.78636186412307 40.87806115008395))"
Marine Park,9.0,Class IV : Highly Developed,Sand,Level,2: Slightly uneven,2013.0,Red Trail,B057,Yes,"MULTILINESTRING ((-73.92092086920556 40.59244187767911, -73.92051947224564 40.5922813724334, -73.92051856661251 40.59228101069716))"
Inwood Hill Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,Unnamed Official Trail,M042,No,"MULTILINESTRING ((-73.9204404112472 40.87246013509908, -73.92034748155505 40.87242414960761, -73.92026474395517 40.87238764789992, -73.92015715031339 40.872317490289774, -73.9200817268336 40.87225001760646, -73.92008171856209 40.87224999058608))"
Pelham Bay Park,3.0,Class II : Simple/Minor Developed,Dirt,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,X039,Yes,"MULTILINESTRING ((-73.79260784225728 40.87896301766825, -73.79252632925191 40.87898958868545, -73.79239171972858 40.87899527634214, -73.79222664044762 40.879002251620975, -73.79213229331002 40.879006238388705))"
Van Cortlandt Park,5.0,Class I : Minimal/Undeveloped,Dirt,Wavy,2: Slightly uneven,2013.0,Unnamed Official Trail,X092,Yes,"MULTILINESTRING ((-73.89066409036242 40.908186194932156, -73.89055066600575 40.90812751646581, -73.89049767290916 40.90810479116212, -73.89045833401738 40.90810234145341, -73.8902603886046 40.90809439402666, -73.89023069672346 40.90810291138438, -73.89021568284404 40.90810752108904))"
Cunningham Park,9.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,Q021,Yes,"MULTILINESTRING ((-73.77498686086768 40.725191284274565, -73.77507777254723 40.72510218603665, -73.77522297403128 40.7249133989746))"
Deere Park,5.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,Unnamed Official Trail,R115,Yes,"MULTILINESTRING ((-74.11098899596678 40.60619854020914, -74.11096998912693 40.606170611748446, -74.11096877894134 40.60612068705189, -74.11098792429924 40.606056394675925, -74.11107142714982 40.6059897266775, -74.11112355947101 40.60589596431529, -74.11114540222019 40.6058920763511))"
Van Cortlandt Park,7.0,Class IV : Highly Developed,Paved,Sloped,3: Moderate and rough,2013.0,Unnamed Official Trail,X092,Yes,"MULTILINESTRING ((-73.89316256560832 40.90151343627917, -73.89303228419192 40.90151926964278, -73.89288623140132 40.90153534834169, -73.89271343149454 40.90155437089854, -73.89269792908111 40.901558267292884, -73.89269156388549 40.90155995788846))"
Pelham Bay Park,9.0,Class IV : Highly Developed,Paved,Level,1: Flat and smooth,2014.0,Unnamed Official Trail,X039,No,"MULTILINESTRING ((-73.79925497463233 40.857292379583164, -73.79912527466018 40.85761850145619))"
Pelham Bay Park,7.0,Class IV : Highly Developed,Dirt,Level,2: Slightly uneven,2014.0,"Kazimirof Trail Blue Loop, Kazimirof Trail Red Loo",X039,Yes,"MULTILINESTRING ((-73.78875526703207 40.870953126227654, -73.78860195913899 40.870621071282045))"
Soundview Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,Bronx River Greenway,X118,No,"MULTILINESTRING ((-73.8665261516966 40.810772285640205, -73.86645637152745 40.810737379848796, -73.86634099834946 40.81068720634136, -73.86622205617708 40.81064852254173, -73.86609703469762 40.810627237297446, -73.86606871735914 40.810627096345215))"
Inwood Hill Park,7.0,Class V : Fully Developed,Paved,Wavy,2: Slightly uneven,2013.0,Unnamed Official Trail,M042,Yes,"MULTILINESTRING ((-73.92686848076795 40.86938119476751, -73.92685602829968 40.869368799749616, -73.92683894274606 40.869351794891706, -73.92678976342528 40.86928120499129, -73.92676395595582 40.869018277360674))"
Marine Park,9.0,Class II : Simple/Minor Developed,Sand,Wavy,2: Slightly uneven,2013.0,Red Trail,B057,Yes,"MULTILINESTRING ((-73.92179074056395 40.5931875047225, -73.92186704995737 40.59323145804118, -73.92205007131726 40.59333687511493, -73.92219739012857 40.59341577343541))"
Central Park,7.0,Class V : Fully Developed,Paved,Sloped,3: Moderate and rough,2014.0,Name TBD,M010,No,"MULTILINESTRING ((-73.97112220554096 40.777833831685726, -73.97111087797705 40.77783752991094, -73.97109575991539 40.777843442420036, -73.97106551090882 40.77785763575009, -73.97102799908734 40.7778773113054, -73.9710158880125 40.77788482745405, -73.97099088599921 40.77790346966498, -73.97097911956337 40.77791114888743, -73.97095833666013 40.777922607045795, -73.97093936719219 40.77793176937689, -73.9709211910119 40.77793911289037, -73.97090350243865 40.77794476357982, -73.97081863976518 40.77796676750638, -73.97076841824335 40.777980965604215, -73.97074531484569 40.777989271377365, -73.97071084803704 40.77800454414596, -73.97070202671327 40.778008987683286))"
Bronx Park,9.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2016.0,Unnamed Official Trail,X002,No,"MULTILINESTRING ((-73.87097505601956 40.86842662358268, -73.87091958144774 40.868331315841296, -73.87086556907735 40.86826072815142, -73.87077212695489 40.868207956598226, -73.87067805395728 40.868220429247586))"
Kissena Park,9.0,Class IV : Highly Developed,Wood Chips,Level,2: Slightly uneven,2014.0,"Blue Loop, Orange Trail",Q024,Yes,"MULTILINESTRING ((-73.80666560879315 40.74439934288031, -73.80666508687322 40.74439518435471, -73.80661062276515 40.74407897647102))"
Marine Park,5.0,Class IV : Highly Developed,Sand,Level,2: Slightly uneven,2013.0,"Red Trail, Blue Trail",B057,Yes,"MULTILINESTRING ((-73.92886199752442 40.5997948380547, -73.92879281649302 40.59984520196223, -73.92871393748351 40.599897223077946, -73.9286258641357 40.599947236567836, -73.92855357502556 40.59997823356305, -73.92851030536228 40.599980845185854))"
Cunningham Park,3.0,Class III : Developed/Improved,Paved,Level,1: Flat and smooth,2014.0,Biking Trail,Q021,No,"MULTILINESTRING ((-73.77189906418883 40.74150463870304, -73.77180404080246 40.74141202930915, -73.77171321016138 40.741359473831686, -73.77160851066778 40.741205421296044))"
Cunningham Park,3.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2014.0,Biking Trail,Q021,No,"MULTILINESTRING ((-73.7685895536038 40.74045815780112, -73.76857878297912 40.74045177585435, -73.76865786502654 40.740232973846204, -73.7687319457535 40.740140678039545))"
Marine Park,5.0,Class III : Developed/Improved,Sand,Level,2: Slightly uneven,2013.0,Red Trail,B057,Yes,"MULTILINESTRING ((-73.91567185928659 40.59015857128368, -73.91567094734157 40.5901585742165, -73.91556412697811 40.59015887489257, -73.91524468426556 40.590166190604926))"
Central Park,9.0,Class V : Fully Developed,Paved,Level,2: Slightly uneven,2014.0,Name TBD,M010,No,"MULTILINESTRING ((-73.96768759280478 40.77716335033531, -73.96762458697248 40.77719008477633, -73.96756970284025 40.777223686899134, -73.96752579239256 40.77726275903884, -73.96749618313441 40.777292777943316, -73.96744944025578 40.77734393669822, -73.9674166940937 40.777383709838126, -73.96739784133415 40.77741270248359, -73.96738174400852 40.777443935455324))"
Inwood Hill Park,5.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,Unnamed Official Trail,M042,Yes,"MULTILINESTRING ((-73.92583827392176 40.86918614782124, -73.92586266962971 40.869311920379246, -73.92581402138474 40.86950948609664, -73.92585242852084 40.869556947636205))"
Inwood Hill Park,5.0,Class V : Fully Developed,Paved,Level,1: Flat and smooth,2013.0,Unnamed Official Trail,M042,Yes,"MULTILINESTRING ((-73.92409519872912 40.86991073191728, -73.92402295462948 40.86996651288059, -73.92390752097182 40.87003639759826, -73.9238491950311 40.87006191679653, -73.92375130455336 40.87015649172892))"
Prospect Park,5.0,Class III : Developed/Improved,Gravel,Wavy,2: Slightly uneven,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.97448632292648 40.663990496431566, -73.97449731581256 40.66400381029826, -73.97450490428305 40.66401344480113, -73.97451072310285 40.66402133281062, -73.97451575686578 40.66402876498477, -73.97451950561324 40.66403502800417, -73.97452195287035 40.66403990754245, -73.97452392953639 40.664044590663956, -73.97452557151598 40.664049317836614, -73.97452693312167 40.664054314201444, -73.97452796238916 40.66405939874327, -73.97452869125068 40.664064564264955, -73.97452915873718 40.66406979546652, -73.97452940742491 40.6640750833521, -73.97452947990308 40.6640803847064, -73.97452921683794 40.66409107017218, -73.97452755941647 40.6641174864448, -73.97452708000674 40.66412799356041, -73.97452704762875 40.66413845755024, -73.97452726086942 40.664143666182504, -73.97452763852216 40.664148787501155, -73.97452817582443 40.66415390615359, -73.97452966433325 40.66416414174901, -73.97453266800906 40.66417983930996, -73.97454829232142 40.66425100244929))"
Prospect Park,9.0,Class IV : Highly Developed,Paved,Wavy,2: Slightly uneven,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.9657305950724 40.662505578955525, -73.96571975726307 40.66244981125459, -73.96571901262391 40.66244679430309, -73.96571791936759 40.662443319785375, -73.9657166829635 40.66243996049109, -73.96571478972614 40.662435307859624, -73.9656966534003 40.662390736801285, -73.96568825942154 40.66237051320416, -73.96568478687242 40.66236245344789, -73.96568117121531 40.66235443327149, -73.96566931593341 40.66232959889718, -73.96566750286412 40.66232543526914, -73.96566583289594 40.66232124736984, -73.96566436634573 40.66231702170958, -73.96566318710623 40.66231289068923, -73.965662204188 40.66230872460739, -73.96566136555414 40.66230453245357, -73.96565937120604 40.662291860693166, -73.96565773993466 40.66227912330333, -73.96565062682087 40.662219587144996))"
Prospect Park,5.0,Class III : Developed/Improved,Dirt,Wavy,2: Slightly uneven,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.97473029192065 40.66601440956161, -73.9748291694793 40.66601338573999, -73.97485035139748 40.66601306888855, -73.97486445419973 40.66601272167015, -73.97487850859474 40.66601216191772, -73.97489248151525 40.66601126715386, -73.97489942369016 40.66601065271595, -73.97490633398253 40.666009910397364, -73.97491320766285 40.66600903749561, -73.97492006246952 40.666008035815565, -73.97493372608528 40.66600570015383, -73.97494733897143 40.66600303489062, -73.97496092000338 40.66600016340074, -73.97513009156049 40.66596251440841))"
Prospect Park,,Class II : Simple/Minor Developed,Gravel,Level,2: Slightly uneven,2025.0,Bridle Trail,B073,No,"MULTILINESTRING ((-73.96517362668725 40.66226677035528, -73.96522592778926 40.66231785085612, -73.96523478542929 40.66232625174862, -73.96524385483697 40.662334481606294, -73.96524852855018 40.66233848311181, -73.96525334541244 40.662342369394246, -73.9652583539302 40.662346098144056, -73.96526368062455 40.662349691912254, -73.96526920133998 40.662353127247904, -73.96527485928982 40.66235645096072, -73.96528061543303 40.66235969545746, -73.96529230872844 40.662366035919426, -73.96531007878438 40.662375349016294, -73.96532201581178 40.66238145631503, -73.96533405224758 40.66238742496298, -73.96534013496395 40.662390315652246, -73.96534628632016 40.66239310730506, -73.9653525359019 40.66239575760601, -73.96535882461541 40.66239820170022, -73.96536521273838 40.66240050174141, -73.96537167423406 40.66240269734445, -73.96538473924166 40.66240687877181, -73.96540691685948 40.66241357718002, -73.96545754711691 40.66242849323801))"
Prospect Park,5.0,Class III : Developed/Improved,Gravel,Level,2: Slightly uneven,2025.0,Bridle Trail,B073,No,"MULTILINESTRING ((-73.97677939232726 40.660808492831855, -73.97679315599746 40.66081782676074, -73.97680328064848 40.66082491856883, -73.97681161057534 40.66083102574972, -73.97681559461844 40.660834064895255, -73.97682263339733 40.660839699944496, -73.97682561838512 40.660842235499665, -73.97683030678431 40.660846508494046, -73.97683392639969 40.66085015991672, -73.97683732249283 40.66085388603708, -73.976840497423 40.660857703065005, -73.97684342873043 40.660861587582495, -73.97684614596763 40.6608655702131, -73.97684865150164 40.660869644653744, -73.97685095361331 40.66087380190087, -73.9768530617656 40.660878033851816, -73.97685499133536 40.66088232880293, -73.97685688529712 40.66088700556581, -73.97685863142382 40.66089173993195, -73.9768665164337 40.660915766395654, -73.97687001924271 40.66092549537899, -73.97687196988458 40.66093041259087, -73.97687623186773 40.66094016423951, -73.97688095626177 40.66094979261019, -73.97688614070996 40.660959274288906, -73.97688891447491 40.660963949427, -73.97689181715377 40.6609685714604, -73.97689485584336 40.660973135887986, -73.97689805063747 40.66097766882877, -73.97690484115289 40.660986590707964, -73.97691132929961 40.66099448413635, -73.97691763555034 40.66100176697769, -73.97692621620209 40.66101130156593, -73.97695490066782 40.661042252662185))"
Prospect Park,7.0,Class IV : Highly Developed,Gravel,Level,2: Slightly uneven,2025.0,Bridle Trail,B073,No,"MULTILINESTRING ((-73.97647040975033 40.660604853892416, -73.97656124620288 40.660661656303525, -73.97657717236595 40.6606717705463, -73.97659295422294 40.66068200902881, -73.97661925909638 40.6606996527942, -73.97674207132285 40.660783138455756, -73.97677939232726 40.660808492831855))"
Prospect Park,5.0,Class III : Developed/Improved,Dirt,Level,3: Moderate and rough,2025.0,Bridle Trail,B073,No,"MULTILINESTRING ((-73.97299654761227 40.657365393566906, -73.9730404150745 40.65705098750831))"
Prospect Park,7.0,Class III : Developed/Improved,Dirt,Level,2: Slightly uneven,2025.0,"Midwood Loop, Bridle Trail",B073,No,"MULTILINESTRING ((-73.96695383336439 40.66228199737546, -73.96699669544704 40.66227115125516, -73.9670140159666 40.66226688597483, -73.96702837610191 40.66226356268398, -73.9670352119461 40.662262106707246, -73.96704207729846 40.66226076240257, -73.96704898396543 40.66225956849555, -73.9670548805767 40.66225869848466, -73.96706674933995 40.66225724574844, -73.96707383552703 40.662256510254096, -73.96708627642148 40.66225550523615, -73.96710502742953 40.662254416472486, -73.96713249505963 40.66225319331818, -73.96715997557749 40.66225221239988, -73.96717370982893 40.66225191374652, -73.96718057335781 40.662251864375506, -73.96718743328947 40.66225191586092, -73.96719432272363 40.66225209162557, -73.9672080908102 40.66225272591262, -73.96722873151653 40.66225406365845, -73.96734564563374 40.66226292736958))"
Prospect Park,,Class II : Simple/Minor Developed,Dirt,Wavy,3: Moderate and rough,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.96597490501084 40.66231420531489, -73.96597530349652 40.66231427026994, -73.96597679120055 40.6623141563444, -73.96598518417335 40.66231331954526, -73.96599010141276 40.662312921169956, -73.96599559687499 40.66231260761389, -73.96600149195129 40.662312465273764, -73.96600590874266 40.66231251790851, -73.96601037275067 40.66231273805309, -73.96601845972357 40.66231367157623, -73.96602554593616 40.662315242368784, -73.96603143279386 40.66231730628965, -73.96603644785512 40.66231987784404, -73.96604059229443 40.66232297324167, -73.96604418662533 40.662326507928725, -73.96604747329968 40.66233042434379, -73.96605044525975 40.662334648642435, -73.96605294069981 40.66233878094772, -73.96605523737989 40.6623430941981, -73.9660594556796 40.662352100605894, -73.96606552820394 40.66236578304118, -73.96606977606606 40.662374797561945, -73.966074284076 40.662383840075286, -73.96609106095637 40.6624163131373, -73.96610070887309 40.662435933728496, -73.96611698807561 40.662470439105164, -73.96612563709894 40.662489375908066, -73.96613172818614 40.662503814778795, -73.96613409366918 40.662510055152616, -73.96613679308015 40.66251774275436, -73.96613956658022 40.662526242643565, -73.9661423421184 40.66253538820343, -73.96614567085624 40.6625473282281, -73.9661477149102 40.66255546049172, -73.96614786715287 40.662556064782954))"
Prospect Park,9.0,Class IV : Highly Developed,Paved,Wavy,2: Slightly uneven,2025.0,Unnamed Official Trail,B073,No,"MULTILINESTRING ((-73.96565062682087 40.662219587144996, -73.96564285698852 40.66218611893637, -73.96563818652193 40.662166606954564, -73.9656340084678 40.662150771927756, -73.96563079496894 40.662140310569974, -73.96562903202927 40.66213526354969, -73.96562521166783 40.66212522615355, -73.9656151066978 40.66210022840203, -73.96561115040825 40.66209007389765, -73.96559780746202 40.66205396280479, -73.96559381930724 40.66204369572572, -73.96559170873353 40.662038593669294, -73.96558947870699 40.66203352309522, -73.96558465431929 40.662023599762854, -73.96557679681942 40.66200888117364, -73.96556587073111 40.661989374520424, -73.96552721552489 40.66192121366609))"
